sub_phylum	org_name_protein_id	org_name	stop_codon_pos	equal_to_cds	cassette_intron_start	intron_length_to_stop_codon	intron_length	first_exon_length	source
Aves	apteryx_mantelli_38	Apteryx_mantelli	1545	False	1004	541	1359	110	datasets
Aves	phaenicophaeus_curvirostris_2	Phaenicophaeus_curvirostris	1893	False	1001	892	2155	110	datasets
Aves	lonchura_striata_35	Lonchura_striata	990	False	989	1	629	110	datasets
Aves	apteryx_rowi_34	Apteryx_rowi	1545	False	1004	541	1359	110	datasets
Aves	gallus_gallus_0	Gallus_gallus	1011	False	1004	7	1616	110	datasets
Aves	pezoporus_occidentalis_13	Pezoporus_occidentalis	1572	False	1004	568	1319	110	datasets
Aves	anser_cygnoides_47	Anser_cygnoides	1044	False	1019	25	1279	110	datasets
Aves	dromaius_novaehollandiae_33	Dromaius_novaehollandiae	1563	False	1010	553	1365	110	datasets
Aves	rhea_pennata_14	Rhea_pennata	1578	False	1010	568	1348	110	datasets
Aves	pezoporus_wallicus_18	Pezoporus_wallicus	1572	False	1004	568	1328	110	datasets
Aves	aphelocoma_coerulescens_4	Aphelocoma_coerulescens	1077	False	992	85	3626	110	datasets
Aves	catharus_ustulatus_26	Catharus_ustulatus	1227	False	986	241	3252	110	datasets
Aves	chroicocephalus_ridibundus_12	Chroicocephalus_ridibundus	1566	False	1004	562	1373	110	datasets
Aves	struthio_camelus_5	Struthio_camelus	1074	False	1010	64	1405	110	datasets
