sub_phylum	org_name_protein_id	org_name	stop_codon_pos	equal_to_cds	cassette_intron_start	intron_length_to_stop_codon	intron_length	first_exon_length	source
Nematoda	Pristionchus_entomophagus__GMS77886.1	Pristionchus_entomophagus	1083	False	932	151	154	110	psi_blast
Nematoda	Mesorhabditis_spiculigera__CAJ0568410.1	Mesorhabditis_spiculigera	1305	False	929	376	173	110	psi_blast
Nematoda	Pristionchus_pacificus__KAF8386643.1	Pristionchus_pacificus	1266	False	1052	214	251	110	psi_blast
Nematoda	Pristionchus_mayeri__GMR57214.1	Pristionchus_mayeri	1026	False	923	103	131	110	psi_blast
Nematoda	Litomosoides_sigmodontis__VDK73751.1	Litomosoides_sigmodontis	966	False	947	19	242	110	psi_blast
Nematoda	Acanthocheilonema_viteae__KAL4002523.1	Acanthocheilonema_viteae	969	False	950	19	225	110	psi_blast
Nematoda	Cercopithifilaria_johnstoni__CAG9535380.1	Cercopithifilaria_johnstoni	1053	False	950	103	238	110	psi_blast
Nematoda	Bursaphelenchus_okinawaensis__CAD5223173.1	Bursaphelenchus_okinawaensis	942	False	905	37	593	110	psi_blast
Nematoda	Brugia_pahangi__KAK6100550.1	Brugia_pahangi	1047	False	956	91	232	110	psi_blast
Nematoda	Onchocerca_ochengi__VDK67817.1	Onchocerca_ochengi	1044	False	956	88	243	110	psi_blast
Nematoda	Ditylenchus_destructor__KAI1711977.1	Ditylenchus_destructor	1026	False	929	97	1167	307	psi_blast
Nematoda	Bursaphelenchus_xylophilus__CAD5232426.1	Bursaphelenchus_xylophilus	945	False	920	25	638	110	psi_blast
Nematoda	Thelazia_callipaeda__VDM98733.1	Thelazia_callipaeda	981	False	956	25	209	110	psi_blast
Nematoda	Toxocara_canis__VDM36493.1	Toxocara_canis	1068	False	953	115	1062	110	psi_blast
Nematoda	Aphelenchoides_avenae__KAH7715546.1	Aphelenchoides_avenae	972	False	953	19	441	110	psi_blast
Nematoda	Wuchereria_bancrofti__EJW83368.1	Wuchereria_bancrofti	1128	False	1022	106	242	125	psi_blast
Nematoda	Dracunculus_medinensis__VDN57197.1	Dracunculus_medinensis	1290	False	956	334	122	110	psi_blast
Nematoda	Steinernema_hermaphroditum__KAK0410784.1	Steinernema_hermaphroditum	1059	False	902	157	131	110	psi_blast
Nematoda	Dirofilaria_immitis__MCP9259009.1	Dirofilaria_immitis	999	False	992	7	248	98	psi_blast
Nematoda	Anisakis_simplex__VDK45068.1	Anisakis_simplex	1098	False	1068	30	665	219	psi_blast
Nematoda	Enterobius_vermicularis__VDD89455.1	Enterobius_vermicularis	1071	False	971	100	195	110	psi_blast
Nematoda	Globodera_pallida__KAI3415929.1	Globodera_pallida	975	False	932	43	47	113	psi_blast
Nematoda	Steinernema_carpocapsae__TKR60560.1	Steinernema_carpocapsae	1002	False	896	106	131	110	psi_blast
Platyhelminthes	Schistosoma_guineensis__CAH8656942.1	Schistosoma_guineensis	981	False	980	1	652	239	psi_blast
Platyhelminthes	Schistosoma_curassoni__CAH8663826.1	Schistosoma_curassoni	981	False	980	1	652	239	psi_blast
Platyhelminthes	Schistosoma_bovis__CAH8671530.1	Schistosoma_bovis	981	False	980	1	652	239	psi_blast
Platyhelminthes	Schistosoma_margrebowiei__CAH8667553.1	Schistosoma_margrebowiei	981	False	980	1	650	239	psi_blast
Platyhelminthes	Schistosoma_intercalatum__CAH8646207.1	Schistosoma_intercalatum	981	False	980	1	652	239	psi_blast
Platyhelminthes	Schistosoma_rodhaini__CAH8677847.1	Schistosoma_rodhaini	981	False	980	1	671	239	psi_blast
Platyhelminthes	Schistosoma_japonicum__TNN16962.1	Schistosoma_japonicum	978	False	977	1	847	239	psi_blast
Platyhelminthes	Schistosoma_turkestanicum__CAH8587689.1	Schistosoma_turkestanicum	978	False	977	1	905	239	psi_blast
Platyhelminthes	Paragonimus_westermani__KAF8560478.1	Paragonimus_westermani	993	False	992	1	13971	239	psi_blast
Platyhelminthes	Taenia_crassiceps__KAL5103217.1	Taenia_crassiceps	981	False	980	1	278	242	psi_blast
Platyhelminthes	Taenia_asiatica__VDK36317.1	Taenia_asiatica	981	False	980	1	480	242	psi_blast
Platyhelminthes	Heterobilharzia_americana__CAH8668306.1	Heterobilharzia_americana	984	False	983	1	2163	239	psi_blast
Platyhelminthes	Trichobilharzia_szidati__CAH8873329.1	Trichobilharzia_szidati	984	False	983	1	1336	239	psi_blast
Platyhelminthes	Trichobilharzia_regenti__CAH8873916.1	Trichobilharzia_regenti	987	False	986	1	996	239	psi_blast
Platyhelminthes	Opisthorchis_felineus__TGZ61943.1	Opisthorchis_felineus	1002	False	1001	1	14603	242	psi_blast
Platyhelminthes	Clonorchis_sinensis__KAG5452905.1	Clonorchis_sinensis	1002	False	1001	1	6006	242	psi_blast
Platyhelminthes	Hydatigera_taeniaeformis__VDM30842.1	Hydatigera_taeniaeformis	981	False	980	1	375	242	psi_blast
Platyhelminthes	Taenia_solium__KAL5964507.1	Taenia_solium	981	False	980	1	480	242	psi_blast
Platyhelminthes	Echinococcus_granulosus__KAH9278732.1	Echinococcus_granulosus	981	False	980	1	521	242	psi_blast
Platyhelminthes	Rodentolepis_nana__VDO00049.1	Rodentolepis_nana	978	False	977	1	222	242	psi_blast
Platyhelminthes	Calicophoron_daubneyi__CAL8082644.1	Calicophoron_daubneyi	996	False	995	1	4214	239	psi_blast
Platyhelminthes	Fasciola_hepatica__THD23260.1	Fasciola_hepatica	993	False	992	1	2631	239	psi_blast
Platyhelminthes	Fasciola_gigantica__TPP56747.1	Fasciola_gigantica	993	False	992	1	2581	239	psi_blast
Platyhelminthes	Fasciolopsis_buskii__KAA0189091.1	Fasciolopsis_buskii	1002	False	1001	1	1303	239	psi_blast
Platyhelminthes	Schistosoma_mattheei__CAH8638585.1	Schistosoma_mattheei	981	False	980	1	649	239	psi_blast
Platyhelminthes	Hymenolepis_diminuta__VDL53678.1	Hymenolepis_diminuta	936	False	935	1	224	242	psi_blast
Platyhelminthes	Paragonimus_heterotremus__KAF5398418.1	Paragonimus_heterotremus	993	False	992	1	18219	239	psi_blast
Platyhelminthes	Dicrocoelium_dendriticum__CAH8593583.1	Dicrocoelium_dendriticum	627	False	626	1	2612	239	psi_blast
