hit_id	protein_id	qc	per_ident	sbjct_start	sbjct_end	sbjct_len	query_len	gene_id	locus_tag	org_name	gene_location	gene_len	cds_location
gb|KAF8560478.1|	KAF8560478.1	1.0	0.55	1	677	677	665	JTDF01022464.1	P879_03780	Paragonimus_westermani	{'start': 4304, 'end': 41778, 'strand': 2}	37475	[{'start': 41557, 'end': 41611, 'strand': 2}, {'start': 40409, 'end': 40551, 'strand': 2}, {'start': 33407, 'end': 33625, 'strand': 2}, {'start': 32379, 'end': 32714, 'strand': 2}, {'start': 23570, 'end': 23808, 'strand': 2}, {'start': 9562, 'end': 9598, 'strand': 2}, {'start': 9161, 'end': 9315, 'strand': 2}, {'start': 7830, 'end': 8202, 'strand': 2}, {'start': 6243, 'end': 6440, 'strand': 2}, {'start': 4863, 'end': 5141, 'strand': 2}]
gb|KAL5103217.1|	KAL5103217.1	1.0	0.4	1	659	659	665	JAKROA010000019.1	TcWFU_001630	Taenia_crassiceps	{'start': 184675, 'end': 188225, 'strand': 1}	3551	[{'start': 184675, 'end': 184729, 'strand': 1}, {'start': 184953, 'end': 185305, 'strand': 1}, {'start': 185624, 'end': 185953, 'strand': 1}, {'start': 186422, 'end': 186663, 'strand': 1}, {'start': 186942, 'end': 186978, 'strand': 1}, {'start': 187048, 'end': 187205, 'strand': 1}, {'start': 187277, 'end': 187625, 'strand': 1}, {'start': 187697, 'end': 187879, 'strand': 1}, {'start': 187947, 'end': 188225, 'strand': 1}]
emb|VDK36317.1|	VDK36317.1	1.0	0.38	1	659	659	665	UYRS01018480.1	TASK_LOCUS6222	Taenia_asiatica	{'start': 111478, 'end': 115250, 'strand': 2}	3773	[{'start': 115196, 'end': 115250, 'strand': 2}, {'start': 114602, 'end': 114954, 'strand': 2}, {'start': 113937, 'end': 114266, 'strand': 2}, {'start': 113255, 'end': 113496, 'strand': 2}, {'start': 112738, 'end': 112774, 'strand': 2}, {'start': 112511, 'end': 112668, 'strand': 2}, {'start': 112088, 'end': 112436, 'strand': 2}, {'start': 111831, 'end': 112013, 'strand': 2}, {'start': 111478, 'end': 111756, 'strand': 2}]
emb|CAH8668306.1|	CAH8668306.1	1.0	0.76	1	663	663	665	OX104134.1	HAMR2_LOCUS10413	Heterobilharzia_americana	{'start': 109373245, 'end': 109397484, 'strand': 1}	24240	[{'start': 109380398, 'end': 109380449, 'strand': 1}, {'start': 109382252, 'end': 109382388, 'strand': 1}, {'start': 109383457, 'end': 109383675, 'strand': 1}, {'start': 109384460, 'end': 109384795, 'strand': 1}, {'start': 109385834, 'end': 109386072, 'strand': 1}, {'start': 109388236, 'end': 109388272, 'strand': 1}, {'start': 109390698, 'end': 109390852, 'strand': 1}, {'start': 109393292, 'end': 109393655, 'strand': 1}, {'start': 109394712, 'end': 109394915, 'strand': 1}, {'start': 109396542, 'end': 109396796, 'strand': 1}]
emb|CAH8873329.1|	CAH8873329.1	1.0	0.73	1	661	661	665	OX235279.1	TSZD1_LOCUS12968	Trichobilharzia_szidati	{'start': 115945088, 'end': 115959721, 'strand': 1}	14634	[{'start': 115945143, 'end': 115945194, 'strand': 1}, {'start': 115946418, 'end': 115946554, 'strand': 1}, {'start': 115948579, 'end': 115948797, 'strand': 1}, {'start': 115951724, 'end': 115952059, 'strand': 1}, {'start': 115952567, 'end': 115952805, 'strand': 1}, {'start': 115954142, 'end': 115954178, 'strand': 1}, {'start': 115954954, 'end': 115955102, 'strand': 1}, {'start': 115956076, 'end': 115956439, 'strand': 1}, {'start': 115958505, 'end': 115958705, 'strand': 1}, {'start': 115959464, 'end': 115959721, 'strand': 1}]
emb|CAH8873916.1|	CAH8873916.1	1.0	0.7	1	663	663	665	OX235270.1	TREG1_LOCUS12524	Trichobilharzia_regenti	{'start': 109619598, 'end': 109637666, 'strand': 1}	18069	[{'start': 109619831, 'end': 109619882, 'strand': 1}, {'start': 109621475, 'end': 109621614, 'strand': 1}, {'start': 109623308, 'end': 109623526, 'strand': 1}, {'start': 109625487, 'end': 109625822, 'strand': 1}, {'start': 109626333, 'end': 109626571, 'strand': 1}, {'start': 109627568, 'end': 109627604, 'strand': 1}, {'start': 109629418, 'end': 109629569, 'strand': 1}, {'start': 109632158, 'end': 109632521, 'strand': 1}, {'start': 109634950, 'end': 109635150, 'strand': 1}, {'start': 109635881, 'end': 109636138, 'strand': 1}]
gb|TGZ61943.1|	TGZ61943.1	1.0	0.51	1	677	677	665	SJOL01007764.1	CRM22_007710	Opisthorchis_felineus	{'start': 1200300, 'end': 1239709, 'strand': 2}	39410	[{'start': 1231874, 'end': 1231928, 'strand': 2}, {'start': 1229467, 'end': 1229612, 'strand': 2}, {'start': 1228706, 'end': 1228924, 'strand': 2}, {'start': 1228114, 'end': 1228452, 'strand': 2}, {'start': 1224381, 'end': 1224622, 'strand': 2}, {'start': 1209741, 'end': 1209777, 'strand': 2}, {'start': 1207409, 'end': 1207560, 'strand': 2}, {'start': 1205251, 'end': 1205611, 'strand': 2}, {'start': 1201553, 'end': 1201765, 'strand': 2}, {'start': 1201060, 'end': 1201332, 'strand': 2}]
gb|KAG5452905.1|	KAG5452905.1	1.0	0.51	1	677	677	665	NIRI02000013.1	CSKR_107451	Clonorchis_sinensis	{'start': 8666947, 'end': 8687244, 'strand': 2}	20298	[{'start': 8687014, 'end': 8687068, 'strand': 2}, {'start': 8684843, 'end': 8684988, 'strand': 2}, {'start': 8684099, 'end': 8684317, 'strand': 2}, {'start': 8683494, 'end': 8683832, 'strand': 2}, {'start': 8682244, 'end': 8682485, 'strand': 2}, {'start': 8676201, 'end': 8676237, 'strand': 2}, {'start': 8673873, 'end': 8674024, 'strand': 2}, {'start': 8671775, 'end': 8672135, 'strand': 2}, {'start': 8668075, 'end': 8668287, 'strand': 2}, {'start': 8667570, 'end': 8667842, 'strand': 2}]
emb|VEL32741.1|	VEL32741.1	1.0	0.43	1	693	693	665	CAAALY010244582.1	PXEA_LOCUS26181	Protopolystoma_xenopodis	{'start': 2212, 'end': 12064, 'strand': 2}	9853	[{'start': 12016, 'end': 12064, 'strand': 2}, {'start': 11699, 'end': 11841, 'strand': 2}, {'start': 11281, 'end': 11493, 'strand': 2}, {'start': 10871, 'end': 11206, 'strand': 2}, {'start': 6386, 'end': 6633, 'strand': 2}, {'start': 5631, 'end': 5724, 'strand': 2}, {'start': 5229, 'end': 5386, 'strand': 2}, {'start': 4275, 'end': 4659, 'strand': 2}, {'start': 3178, 'end': 3357, 'strand': 2}, {'start': 2212, 'end': 2493, 'strand': 2}]
emb|VDM30842.1|	VDM30842.1	1.0	0.39	6	668	663	665	UYWX01020311.1	TTAC_LOCUS6608	Hydatigera_taeniaeformis	{'start': 48158, 'end': 51712, 'strand': 1}	3555	[{'start': 48158, 'end': 48212, 'strand': 1}, {'start': 48414, 'end': 48766, 'strand': 1}, {'start': 49102, 'end': 49431, 'strand': 1}, {'start': 49821, 'end': 50062, 'strand': 1}, {'start': 50438, 'end': 50474, 'strand': 1}, {'start': 50545, 'end': 50702, 'strand': 1}, {'start': 50738, 'end': 51131, 'strand': 1}, {'start': 51197, 'end': 51379, 'strand': 1}, {'start': 51452, 'end': 51712, 'strand': 1}]
gb|KAL5964507.1|	KAL5964507.1	1.0	0.39	6	659	654	665	MIEF01008075.1	TSMEX_007746	Taenia_solium	{'start': 142947, 'end': 146713, 'strand': 1}	3767	[{'start': 142947, 'end': 143001, 'strand': 1}, {'start': 143243, 'end': 143595, 'strand': 1}, {'start': 143929, 'end': 144258, 'strand': 1}, {'start': 144699, 'end': 144940, 'strand': 1}, {'start': 145421, 'end': 145457, 'strand': 1}, {'start': 145523, 'end': 145680, 'strand': 1}, {'start': 145755, 'end': 146103, 'strand': 1}, {'start': 146178, 'end': 146360, 'strand': 1}, {'start': 146435, 'end': 146713, 'strand': 1}]
gb|KAH9278732.1|	KAH9278732.1	1.0	0.38	6	659	654	665	JAIKUZ010000008.1	ECG_08975	Echinococcus_granulosus	{'start': 4230226, 'end': 4234036, 'strand': 2}	3811	[{'start': 4233982, 'end': 4234036, 'strand': 2}, {'start': 4233373, 'end': 4233725, 'strand': 2}, {'start': 4232750, 'end': 4233079, 'strand': 2}, {'start': 4232048, 'end': 4232289, 'strand': 2}, {'start': 4231490, 'end': 4231526, 'strand': 2}, {'start': 4231265, 'end': 4231422, 'strand': 2}, {'start': 4230836, 'end': 4231184, 'strand': 2}, {'start': 4230581, 'end': 4230763, 'strand': 2}, {'start': 4230226, 'end': 4230504, 'strand': 2}]
emb|VDO00049.1|	VDO00049.1	0.99	0.37	7	658	652	665	UZAE01002787.1	HNAJ_LOCUS4189	Rodentolepis_nana	{'start': 2239, 'end': 5830, 'strand': 2}	3592	[{'start': 5779, 'end': 5830, 'strand': 2}, {'start': 5361, 'end': 5710, 'strand': 2}, {'start': 4424, 'end': 4756, 'strand': 2}, {'start': 3662, 'end': 3903, 'strand': 2}, {'start': 3403, 'end': 3439, 'strand': 2}, {'start': 3179, 'end': 3336, 'strand': 2}, {'start': 2591, 'end': 3128, 'strand': 2}, {'start': 2239, 'end': 2511, 'strand': 2}]
emb|CAL8082644.1|	CAL8082644.1	0.99	0.56	7	680	674	665	CAXVIE010000201.1	CDAUBV1_LOCUS7750	Calicophoron_daubneyi	{'start': 2569308, 'end': 2595653, 'strand': 1}	26346	[{'start': 2573686, 'end': 2573737, 'strand': 1}, {'start': 2574538, 'end': 2574689, 'strand': 1}, {'start': 2580809, 'end': 2581024, 'strand': 1}, {'start': 2581685, 'end': 2582020, 'strand': 1}, {'start': 2585384, 'end': 2585622, 'strand': 1}, {'start': 2589837, 'end': 2589873, 'strand': 1}, {'start': 2591479, 'end': 2591633, 'strand': 1}, {'start': 2591740, 'end': 2592103, 'strand': 1}, {'start': 2592834, 'end': 2593043, 'strand': 1}, {'start': 2594526, 'end': 2594807, 'strand': 1}]
gb|THD23260.1|	THD23260.1	0.99	0.51	6	694	689	665	JXXN02002244.1	D915_006146	Fasciola_hepatica	{'start': 6375, 'end': 48182, 'strand': 1}	41808	[{'start': 6450, 'end': 6498, 'strand': 1}, {'start': 15246, 'end': 15391, 'strand': 1}, {'start': 21195, 'end': 21413, 'strand': 1}, {'start': 22492, 'end': 22830, 'strand': 1}, {'start': 28901, 'end': 29139, 'strand': 1}, {'start': 31771, 'end': 31807, 'strand': 1}, {'start': 35519, 'end': 35676, 'strand': 1}, {'start': 39311, 'end': 39710, 'strand': 1}, {'start': 41164, 'end': 41379, 'strand': 1}, {'start': 46893, 'end': 47174, 'strand': 1}]
gb|TPP56747.1|	TPP56747.1	0.99	0.51	6	694	689	665	SUNJ01014122.1	FGIG_01774	Fasciola_gigantica	{'start': 370928, 'end': 414286, 'strand': 2}	43359	[{'start': 414112, 'end': 414160, 'strand': 2}, {'start': 402169, 'end': 402314, 'strand': 2}, {'start': 396080, 'end': 396298, 'strand': 2}, {'start': 394660, 'end': 394998, 'strand': 2}, {'start': 389374, 'end': 389612, 'strand': 2}, {'start': 386756, 'end': 386792, 'strand': 2}, {'start': 382897, 'end': 383054, 'strand': 2}, {'start': 379042, 'end': 379441, 'strand': 2}, {'start': 377108, 'end': 377323, 'strand': 2}, {'start': 371952, 'end': 372233, 'strand': 2}]
gb|KAA0189091.1|	KAA0189091.1	0.98	0.53	19	691	673	665	LUCM01008000.1	FBUS_07972	Fasciolopsis_buskii	{'start': 49246, 'end': 86155, 'strand': 2}	36910	[{'start': 85952, 'end': 86155, 'strand': 2}, {'start': 79984, 'end': 80202, 'strand': 2}, {'start': 74064, 'end': 74402, 'strand': 2}, {'start': 64884, 'end': 65122, 'strand': 2}, {'start': 63544, 'end': 63580, 'strand': 2}, {'start': 59584, 'end': 59741, 'strand': 2}, {'start': 57757, 'end': 58156, 'strand': 2}, {'start': 51161, 'end': 51364, 'strand': 2}, {'start': 49246, 'end': 49521, 'strand': 2}]
emb|VDO65947.1|	VDO65947.1	0.98	0.89	8	728	721	665	UZAI01001861.1	SMRZ_LOCUS5404	Schistosoma_margrebowiei	{'start': 9384, 'end': 20568, 'strand': 1}	11185	[{'start': 9384, 'end': 9414, 'strand': 1}, {'start': 9767, 'end': 9906, 'strand': 1}, {'start': 10618, 'end': 10836, 'strand': 1}, {'start': 11341, 'end': 11670, 'strand': 1}, {'start': 13002, 'end': 13240, 'strand': 1}, {'start': 13827, 'end': 13929, 'strand': 1}, {'start': 14915, 'end': 15066, 'strand': 1}, {'start': 15884, 'end': 16247, 'strand': 1}, {'start': 18446, 'end': 18649, 'strand': 1}, {'start': 19440, 'end': 19583, 'strand': 1}, {'start': 20308, 'end': 20568, 'strand': 1}]
emb|VDL98838.1|	VDL98838.1	0.98	0.41	43	697	655	665	UYSU01037286.1	SSLN_LOCUS12453	Schistocephalus_solidus	{'start': 16156, 'end': 29293, 'strand': 2}	13138	[{'start': 29131, 'end': 29269, 'strand': 2}, {'start': 27308, 'end': 27669, 'strand': 2}, {'start': 22006, 'end': 22317, 'strand': 2}, {'start': 19762, 'end': 20003, 'strand': 2}, {'start': 18129, 'end': 18204, 'strand': 2}, {'start': 17457, 'end': 17608, 'strand': 2}, {'start': 16911, 'end': 17268, 'strand': 2}, {'start': 16624, 'end': 16806, 'strand': 2}, {'start': 16156, 'end': 16434, 'strand': 2}]
emb|CAH8638585.1|	CAH8638585.1	0.96	0.99	1	640	640	665	OX103943.1	SMTH1_LOCUS10065	Schistosoma_mattheei	{'start': 64907412, 'end': 64921448, 'strand': 1}	14037	[{'start': 64907461, 'end': 64907512, 'strand': 1}, {'start': 64909059, 'end': 64909198, 'strand': 1}, {'start': 64909897, 'end': 64910115, 'strand': 1}, {'start': 64910638, 'end': 64910967, 'strand': 1}, {'start': 64912337, 'end': 64912575, 'strand': 1}, {'start': 64913225, 'end': 64913261, 'strand': 1}, {'start': 64914262, 'end': 64914413, 'strand': 1}, {'start': 64915231, 'end': 64915594, 'strand': 1}, {'start': 64918613, 'end': 64918816, 'strand': 1}, {'start': 64920471, 'end': 64920671, 'strand': 1}]
emb|VDD84209.1|	VDD84209.1	0.92	0.44	38	641	604	665	UXSR01006068.1	MCOS_LOCUS10212	Mesocestoides_corti	{'start': 3156, 'end': 10156, 'strand': 1}	7001	[{'start': 3156, 'end': 3524, 'strand': 1}, {'start': 4391, 'end': 4720, 'strand': 1}, {'start': 6267, 'end': 6508, 'strand': 1}, {'start': 7154, 'end': 7190, 'strand': 1}, {'start': 7493, 'end': 7650, 'strand': 1}, {'start': 8692, 'end': 9040, 'strand': 1}, {'start': 9310, 'end': 9492, 'strand': 1}, {'start': 9893, 'end': 10156, 'strand': 1}]
emb|VDL53678.1|	VDL53678.1	0.92	0.39	41	644	604	665	UYSG01001916.1	HDID_LOCUS4692	Hymenolepis_diminuta	{'start': 3106, 'end': 6979, 'strand': 1}	3874	[{'start': 3106, 'end': 3115, 'strand': 1}, {'start': 3335, 'end': 3684, 'strand': 1}, {'start': 4331, 'end': 4663, 'strand': 1}, {'start': 5298, 'end': 5539, 'strand': 1}, {'start': 5764, 'end': 5800, 'strand': 1}, {'start': 5868, 'end': 6025, 'strand': 1}, {'start': 6094, 'end': 6631, 'strand': 1}, {'start': 6707, 'end': 6979, 'strand': 1}]
ref|XP_009175169.1|	XP_009175169.1	0.92	0.51	7	624	618	665	NC_000023	T265_15170	Opisthorchis_viverrini	{'start': 11293413, 'end': 11309588, 'strand': 1}	16176	[{'start': 1377, 'end': 1430, 'strand': 1}, {'start': 3367, 'end': 3414, 'strand': 1}, {'start': 4824, 'end': 4865, 'strand': 1}, {'start': 5136, 'end': 5561, 'strand': 1}, {'start': 15712, 'end': 16176, 'strand': 1}]
emb|CAH8638513.1|	CAH8638513.1	0.89	0.97	1	590	590	665	OX103943.1	SMTH1_LOCUS10062	Schistosoma_mattheei	{'start': 64863031, 'end': 64874895, 'strand': 1}	11865	[{'start': 64863035, 'end': 64863086, 'strand': 1}, {'start': 64864638, 'end': 64864777, 'strand': 1}, {'start': 64865477, 'end': 64865695, 'strand': 1}, {'start': 64866218, 'end': 64866547, 'strand': 1}, {'start': 64867930, 'end': 64868168, 'strand': 1}, {'start': 64868820, 'end': 64868856, 'strand': 1}, {'start': 64869889, 'end': 64870040, 'strand': 1}, {'start': 64870850, 'end': 64871213, 'strand': 1}, {'start': 64873810, 'end': 64874013, 'strand': 1}, {'start': 64874806, 'end': 64874895, 'strand': 1}]
gb|PAA57515.1|	PAA57515.1	0.88	0.31	119	632	514	665	NIVC01002478.1	BOX15_Mlig003953g1	Macrostomum_lignano	{'start': 43977, 'end': 58172, 'strand': 2}	14196	[{'start': 57996, 'end': 58047, 'strand': 2}, {'start': 52636, 'end': 52961, 'strand': 2}, {'start': 51347, 'end': 51646, 'strand': 2}, {'start': 49288, 'end': 49674, 'strand': 2}, {'start': 47995, 'end': 48107, 'strand': 2}, {'start': 46618, 'end': 47095, 'strand': 2}, {'start': 45271, 'end': 45519, 'strand': 2}]
gb|PAA67042.1|	PAA67042.1	0.88	0.31	112	625	514	665	NIVC01001512.1	BOX15_Mlig003616g1	Macrostomum_lignano	{'start': 180738, 'end': 195765, 'strand': 2}	15028	[{'start': 195551, 'end': 195602, 'strand': 2}, {'start': 188009, 'end': 188313, 'strand': 2}, {'start': 186713, 'end': 187012, 'strand': 2}, {'start': 185982, 'end': 186368, 'strand': 2}, {'start': 184715, 'end': 184827, 'strand': 2}, {'start': 183020, 'end': 183497, 'strand': 2}, {'start': 182068, 'end': 182316, 'strand': 2}]
gb|KAF7233441.1|	KAF7233441.1	0.87	0.53	1	629	629	665	JTDE01021072.1	EG68_11030	Paragonimus_skrjabini_miyazakii	{'start': 1092, 'end': 29133, 'strand': 2}	28042	[{'start': 28955, 'end': 29009, 'strand': 2}, {'start': 26208, 'end': 26350, 'strand': 2}, {'start': 20123, 'end': 20341, 'strand': 2}, {'start': 19134, 'end': 19469, 'strand': 2}, {'start': 11829, 'end': 12067, 'strand': 2}, {'start': 3928, 'end': 4096, 'strand': 2}, {'start': 3733, 'end': 3887, 'strand': 2}, {'start': 2390, 'end': 2762, 'strand': 2}, {'start': 1092, 'end': 1367, 'strand': 2}]
emb|CAI2735456.1|	CAI2735456.1	0.85	0.98	1	566	566	665	OX336416.1	SSPN1_LOCUS8448	Schistosoma_spindalis	{'start': 56123760, 'end': 56139996, 'strand': 1}	16237	[{'start': 56123788, 'end': 56123839, 'strand': 1}, {'start': 56125941, 'end': 56126080, 'strand': 1}, {'start': 56127301, 'end': 56127519, 'strand': 1}, {'start': 56128039, 'end': 56128368, 'strand': 1}, {'start': 56129983, 'end': 56130221, 'strand': 1}, {'start': 56130805, 'end': 56130907, 'strand': 1}, {'start': 56131954, 'end': 56132105, 'strand': 1}, {'start': 56132891, 'end': 56133254, 'strand': 1}, {'start': 56134543, 'end': 56134746, 'strand': 1}, {'start': 56139007, 'end': 56139267, 'strand': 1}]
gb|RTG82773.1|	RTG82773.1	0.8	0.93	1	554	554	665	QMKO01002703.1	DC041_0000068	Schistosoma_bovis	{'start': 160, 'end': 9884, 'strand': 2}	9725	[{'start': 9833, 'end': 9884, 'strand': 2}, {'start': 6616, 'end': 6755, 'strand': 2}, {'start': 5702, 'end': 5920, 'strand': 2}, {'start': 4849, 'end': 5178, 'strand': 2}, {'start': 3254, 'end': 3492, 'strand': 2}, {'start': 2565, 'end': 2667, 'strand': 2}, {'start': 1404, 'end': 1555, 'strand': 2}, {'start': 160, 'end': 589, 'strand': 2}]
gb|KAF5398418.1|	KAF5398418.1	0.79	0.56	1	538	538	665	LUCH01005025.1	PHET_08352	Paragonimus_heterotremus	{'start': 779, 'end': 41568, 'strand': 2}	40790	[{'start': 41398, 'end': 41452, 'strand': 2}, {'start': 39122, 'end': 39264, 'strand': 2}, {'start': 26876, 'end': 27094, 'strand': 2}, {'start': 25869, 'end': 26204, 'strand': 2}, {'start': 20870, 'end': 21108, 'strand': 2}, {'start': 2614, 'end': 2650, 'strand': 2}, {'start': 2217, 'end': 2371, 'strand': 2}, {'start': 779, 'end': 1250, 'strand': 2}]
