hit_id	protein_id	qc	per_ident	sbjct_start	sbjct_end	sbjct_len	query_len	gene_id	locus_tag	org_name	gene_location	gene_len	cds_location
ref|XP_067877588.1|	XP_067877588.1	0.98	0.85	9	655	647	658	NC_000019	nxf1b	Heterodontus_francisci	{'start': 58345183, 'end': 58353492, 'strand': 2}	8310	[{'start': 56, 'end': 89, 'strand': 1}, {'start': 166, 'end': 201, 'strand': 1}, {'start': 296, 'end': 565, 'strand': 1}, {'start': 938, 'end': 1210, 'strand': 1}, {'start': 1806, 'end': 2102, 'strand': 1}, {'start': 2842, 'end': 3123, 'strand': 1}, {'start': 5853, 'end': 6140, 'strand': 1}, {'start': 6464, 'end': 6471, 'strand': 1}]
ref|XP_041037859.1|	XP_041037859.1	0.98	0.86	9	654	646	658	NW_024470758	LOC121274594	Carcharodon_carcharias	{'start': 1579671, 'end': 1654263, 'strand': 2}	74593	[{'start': 213, 'end': 240, 'strand': 1}, {'start': 13428, 'end': 13526, 'strand': 1}, {'start': 19349, 'end': 19544, 'strand': 1}, {'start': 30162, 'end': 30306, 'strand': 1}, {'start': 32779, 'end': 32862, 'strand': 1}, {'start': 36418, 'end': 36522, 'strand': 1}, {'start': 37500, 'end': 37580, 'strand': 1}, {'start': 39177, 'end': 39246, 'strand': 1}, {'start': 40065, 'end': 40153, 'strand': 1}, {'start': 40501, 'end': 40608, 'strand': 1}, {'start': 44091, 'end': 44200, 'strand': 1}, {'start': 47464, 'end': 47500, 'strand': 1}, {'start': 47930, 'end': 47998, 'strand': 1}, {'start': 50895, 'end': 50950, 'strand': 1}, {'start': 53274, 'end': 53381, 'strand': 1}, {'start': 54463, 'end': 54521, 'strand': 1}, {'start': 59051, 'end': 59166, 'strand': 1}, {'start': 61668, 'end': 61710, 'strand': 1}, {'start': 61810, 'end': 61882, 'strand': 1}, {'start': 62422, 'end': 62604, 'strand': 1}, {'start': 67018, 'end': 67078, 'strand': 1}, {'start': 68209, 'end': 68253, 'strand': 1}]
ref|XP_067831841.1|	XP_067831841.1	0.98	0.84	9	657	649	658	NC_090367	LOC137306482	Heptranchias_perlo	{'start': 8267311, 'end': 8339515, 'strand': 2}	72205	[{'start': 53, 'end': 80, 'strand': 1}, {'start': 20774, 'end': 20969, 'strand': 1}, {'start': 27048, 'end': 27198, 'strand': 1}, {'start': 30316, 'end': 30399, 'strand': 1}, {'start': 31471, 'end': 31575, 'strand': 1}, {'start': 32218, 'end': 32298, 'strand': 1}, {'start': 33702, 'end': 33771, 'strand': 1}, {'start': 35017, 'end': 35105, 'strand': 1}, {'start': 35491, 'end': 35598, 'strand': 1}, {'start': 41709, 'end': 41818, 'strand': 1}, {'start': 45657, 'end': 45693, 'strand': 1}, {'start': 46329, 'end': 46397, 'strand': 1}, {'start': 51010, 'end': 51065, 'strand': 1}, {'start': 53328, 'end': 53435, 'strand': 1}, {'start': 53877, 'end': 53935, 'strand': 1}, {'start': 58219, 'end': 58334, 'strand': 1}, {'start': 59734, 'end': 59776, 'strand': 1}, {'start': 59887, 'end': 59959, 'strand': 1}, {'start': 60356, 'end': 60541, 'strand': 1}, {'start': 64829, 'end': 64889, 'strand': 1}, {'start': 65566, 'end': 65610, 'strand': 1}]
ref|XP_048475745.1|	XP_048475745.1	0.94	0.87	3	621	619	658	NC_000019	nxf1b	Rhincodon_typus	{'start': 58345183, 'end': 58353492, 'strand': 2}	8310	[{'start': 56, 'end': 89, 'strand': 1}, {'start': 166, 'end': 201, 'strand': 1}, {'start': 296, 'end': 565, 'strand': 1}, {'start': 938, 'end': 1210, 'strand': 1}, {'start': 1806, 'end': 2102, 'strand': 1}, {'start': 2842, 'end': 3123, 'strand': 1}, {'start': 5853, 'end': 6140, 'strand': 1}, {'start': 6464, 'end': 6471, 'strand': 1}]
ref|XP_060711579.1|	XP_060711579.1	0.98	0.85	9	654	646	658	NC_083446	LOC132836244	Hemiscyllium_ocellatum	{'start': 9871685, 'end': 9943064, 'strand': 2}	71380	[{'start': 289, 'end': 316, 'strand': 1}, {'start': 24521, 'end': 24716, 'strand': 1}, {'start': 31332, 'end': 31476, 'strand': 1}, {'start': 32116, 'end': 32199, 'strand': 1}, {'start': 39994, 'end': 40098, 'strand': 1}, {'start': 40695, 'end': 40775, 'strand': 1}, {'start': 41953, 'end': 42022, 'strand': 1}, {'start': 42883, 'end': 42971, 'strand': 1}, {'start': 43264, 'end': 43371, 'strand': 1}, {'start': 44547, 'end': 44656, 'strand': 1}, {'start': 47930, 'end': 47966, 'strand': 1}, {'start': 48349, 'end': 48417, 'strand': 1}, {'start': 50011, 'end': 50066, 'strand': 1}, {'start': 53176, 'end': 53283, 'strand': 1}, {'start': 54283, 'end': 54341, 'strand': 1}, {'start': 58925, 'end': 59040, 'strand': 1}, {'start': 63004, 'end': 63046, 'strand': 1}, {'start': 63146, 'end': 63218, 'strand': 1}, {'start': 63805, 'end': 63987, 'strand': 1}, {'start': 68564, 'end': 68624, 'strand': 1}, {'start': 69653, 'end': 69697, 'strand': 1}]
ref|XP_070724386.1|	XP_070724386.1	0.97	0.84	9	643	635	658	NC_092003	LOC139239496	Pristiophorus_japonicus	{'start': 16156768, 'end': 16249589, 'strand': 1}	92822	[{'start': 232, 'end': 259, 'strand': 1}, {'start': 9194, 'end': 9292, 'strand': 1}, {'start': 28052, 'end': 28247, 'strand': 1}, {'start': 46785, 'end': 46935, 'strand': 1}, {'start': 48483, 'end': 48566, 'strand': 1}, {'start': 52307, 'end': 52411, 'strand': 1}, {'start': 53312, 'end': 53392, 'strand': 1}, {'start': 60157, 'end': 60226, 'strand': 1}, {'start': 62177, 'end': 62265, 'strand': 1}, {'start': 63238, 'end': 63345, 'strand': 1}, {'start': 66338, 'end': 66447, 'strand': 1}, {'start': 69774, 'end': 69810, 'strand': 1}, {'start': 70251, 'end': 70319, 'strand': 1}, {'start': 72764, 'end': 72819, 'strand': 1}, {'start': 75275, 'end': 75382, 'strand': 1}, {'start': 77110, 'end': 77168, 'strand': 1}, {'start': 82656, 'end': 82771, 'strand': 1}, {'start': 83722, 'end': 83764, 'strand': 1}, {'start': 83858, 'end': 83930, 'strand': 1}, {'start': 85330, 'end': 85515, 'strand': 1}, {'start': 90969, 'end': 91029, 'strand': 1}, {'start': 92518, 'end': 92562, 'strand': 1}]
dbj|GCC19136.1|	GCC19136.1	0.99	0.85	21	668	648	658	BEZZ01003192.1	chiPu_0020975	Chiloscyllium_punctatum	{'start': 8881, 'end': 63409, 'strand': 1}	54529	[{'start': 8881, 'end': 8950, 'strand': 1}, {'start': 10067, 'end': 10165, 'strand': 1}, {'start': 16854, 'end': 17049, 'strand': 1}, {'start': 23843, 'end': 23987, 'strand': 1}, {'start': 24616, 'end': 24699, 'strand': 1}, {'start': 34494, 'end': 34598, 'strand': 1}, {'start': 35185, 'end': 35265, 'strand': 1}, {'start': 36448, 'end': 36517, 'strand': 1}, {'start': 37374, 'end': 37462, 'strand': 1}, {'start': 37755, 'end': 37862, 'strand': 1}, {'start': 39052, 'end': 39161, 'strand': 1}, {'start': 42313, 'end': 42349, 'strand': 1}, {'start': 42745, 'end': 42813, 'strand': 1}, {'start': 44403, 'end': 44458, 'strand': 1}, {'start': 47541, 'end': 47648, 'strand': 1}, {'start': 48695, 'end': 48753, 'strand': 1}, {'start': 52222, 'end': 52337, 'strand': 1}, {'start': 56616, 'end': 56658, 'strand': 1}, {'start': 56756, 'end': 56828, 'strand': 1}, {'start': 57415, 'end': 57597, 'strand': 1}, {'start': 62259, 'end': 62319, 'strand': 1}, {'start': 63365, 'end': 63409, 'strand': 1}]
ref|XP_070724385.1|	XP_070724385.1	0.97	0.84	9	644	636	658	NC_092003	LOC139239496	Pristiophorus_japonicus	{'start': 16156768, 'end': 16249589, 'strand': 1}	92822	[{'start': 232, 'end': 259, 'strand': 1}, {'start': 9194, 'end': 9292, 'strand': 1}, {'start': 28052, 'end': 28247, 'strand': 1}, {'start': 46785, 'end': 46935, 'strand': 1}, {'start': 48483, 'end': 48566, 'strand': 1}, {'start': 52307, 'end': 52411, 'strand': 1}, {'start': 53312, 'end': 53392, 'strand': 1}, {'start': 60157, 'end': 60226, 'strand': 1}, {'start': 62177, 'end': 62265, 'strand': 1}, {'start': 63238, 'end': 63345, 'strand': 1}, {'start': 66338, 'end': 66447, 'strand': 1}, {'start': 69774, 'end': 69810, 'strand': 1}, {'start': 70251, 'end': 70319, 'strand': 1}, {'start': 72764, 'end': 72819, 'strand': 1}, {'start': 75275, 'end': 75382, 'strand': 1}, {'start': 77110, 'end': 77168, 'strand': 1}, {'start': 82656, 'end': 82771, 'strand': 1}, {'start': 83722, 'end': 83764, 'strand': 1}, {'start': 83858, 'end': 83930, 'strand': 1}, {'start': 85330, 'end': 85515, 'strand': 1}, {'start': 90969, 'end': 91029, 'strand': 1}, {'start': 92518, 'end': 92562, 'strand': 1}]
ref|XP_072407026.1|	XP_072407026.1	0.98	0.85	9	654	646	658	NC_000019	nxf1b	Chiloscyllium_punctatum	{'start': 58345183, 'end': 58353492, 'strand': 2}	8310	[{'start': 56, 'end': 89, 'strand': 1}, {'start': 166, 'end': 201, 'strand': 1}, {'start': 296, 'end': 565, 'strand': 1}, {'start': 938, 'end': 1210, 'strand': 1}, {'start': 1806, 'end': 2102, 'strand': 1}, {'start': 2842, 'end': 3123, 'strand': 1}, {'start': 5853, 'end': 6140, 'strand': 1}, {'start': 6464, 'end': 6471, 'strand': 1}]
ref|XP_048381108.1|	XP_048381108.1	0.94	0.86	3	616	614	658	NC_081395	LOC125449388	Stegostoma_tigrinum	{'start': 11765991, 'end': 11828386, 'strand': 2}	62396	[{'start': 115, 'end': 142, 'strand': 1}, {'start': 16744, 'end': 16939, 'strand': 1}, {'start': 24872, 'end': 25016, 'strand': 1}, {'start': 25993, 'end': 26076, 'strand': 1}, {'start': 30681, 'end': 30785, 'strand': 1}, {'start': 31395, 'end': 31460, 'strand': 1}, {'start': 32646, 'end': 32715, 'strand': 1}, {'start': 33571, 'end': 33659, 'strand': 1}, {'start': 33948, 'end': 34055, 'strand': 1}, {'start': 34313, 'end': 34422, 'strand': 1}, {'start': 37642, 'end': 37678, 'strand': 1}, {'start': 38031, 'end': 38099, 'strand': 1}, {'start': 40710, 'end': 40765, 'strand': 1}, {'start': 43117, 'end': 43224, 'strand': 1}, {'start': 44062, 'end': 44120, 'strand': 1}, {'start': 47055, 'end': 47170, 'strand': 1}, {'start': 52880, 'end': 52922, 'strand': 1}, {'start': 53023, 'end': 53095, 'strand': 1}, {'start': 53459, 'end': 53641, 'strand': 1}, {'start': 59219, 'end': 59279, 'strand': 1}, {'start': 60445, 'end': 60489, 'strand': 1}]
ref|XP_072345558.1|	XP_072345558.1	0.98	0.84	9	653	645	658	NC_092730	LOC140399964	Scyliorhinus_torazame	{'start': 22699619, 'end': 22817410, 'strand': 2}	117792	[{'start': 100, 'end': 127, 'strand': 1}, {'start': 22439, 'end': 22534, 'strand': 1}, {'start': 30755, 'end': 30950, 'strand': 1}, {'start': 55277, 'end': 55423, 'strand': 1}, {'start': 61701, 'end': 61784, 'strand': 1}, {'start': 69964, 'end': 70068, 'strand': 1}, {'start': 71223, 'end': 71303, 'strand': 1}, {'start': 73768, 'end': 73837, 'strand': 1}, {'start': 75278, 'end': 75366, 'strand': 1}, {'start': 75657, 'end': 75764, 'strand': 1}, {'start': 79129, 'end': 79238, 'strand': 1}, {'start': 82333, 'end': 82369, 'strand': 1}, {'start': 85697, 'end': 85765, 'strand': 1}, {'start': 91310, 'end': 91365, 'strand': 1}, {'start': 94642, 'end': 94749, 'strand': 1}, {'start': 95340, 'end': 95398, 'strand': 1}, {'start': 100084, 'end': 100199, 'strand': 1}, {'start': 104566, 'end': 104608, 'strand': 1}, {'start': 104710, 'end': 104782, 'strand': 1}, {'start': 105604, 'end': 105786, 'strand': 1}, {'start': 110576, 'end': 110636, 'strand': 1}, {'start': 112083, 'end': 112127, 'strand': 1}]
ref|XP_041037857.1|	XP_041037857.1	0.97	0.86	9	641	633	658	NW_024470758	LOC121274594	Carcharodon_carcharias	{'start': 1579671, 'end': 1654263, 'strand': 2}	74593	[{'start': 213, 'end': 240, 'strand': 1}, {'start': 13428, 'end': 13526, 'strand': 1}, {'start': 19349, 'end': 19544, 'strand': 1}, {'start': 30162, 'end': 30306, 'strand': 1}, {'start': 32779, 'end': 32862, 'strand': 1}, {'start': 36418, 'end': 36522, 'strand': 1}, {'start': 37500, 'end': 37580, 'strand': 1}, {'start': 39177, 'end': 39246, 'strand': 1}, {'start': 40065, 'end': 40153, 'strand': 1}, {'start': 40501, 'end': 40608, 'strand': 1}, {'start': 44091, 'end': 44200, 'strand': 1}, {'start': 47464, 'end': 47500, 'strand': 1}, {'start': 47930, 'end': 47998, 'strand': 1}, {'start': 50895, 'end': 50950, 'strand': 1}, {'start': 53274, 'end': 53381, 'strand': 1}, {'start': 54463, 'end': 54521, 'strand': 1}, {'start': 59051, 'end': 59166, 'strand': 1}, {'start': 61668, 'end': 61710, 'strand': 1}, {'start': 61810, 'end': 61882, 'strand': 1}, {'start': 62422, 'end': 62604, 'strand': 1}, {'start': 67018, 'end': 67078, 'strand': 1}, {'start': 68209, 'end': 68253, 'strand': 1}]
ref|XP_069749948.1|	XP_069749948.1	0.94	0.85	3	623	621	658	NC_091476	LOC138740769	Narcine_bancroftii	{'start': 62554601, 'end': 62663938, 'strand': 1}	109338	[{'start': 178, 'end': 205, 'strand': 1}, {'start': 14142, 'end': 14337, 'strand': 1}, {'start': 47432, 'end': 47582, 'strand': 1}, {'start': 48639, 'end': 48722, 'strand': 1}, {'start': 48966, 'end': 49070, 'strand': 1}, {'start': 50025, 'end': 50105, 'strand': 1}, {'start': 52202, 'end': 52271, 'strand': 1}, {'start': 54584, 'end': 54672, 'strand': 1}, {'start': 55783, 'end': 55890, 'strand': 1}, {'start': 63866, 'end': 63975, 'strand': 1}, {'start': 67101, 'end': 67137, 'strand': 1}, {'start': 68926, 'end': 68994, 'strand': 1}, {'start': 71115, 'end': 71170, 'strand': 1}, {'start': 72395, 'end': 72502, 'strand': 1}, {'start': 81719, 'end': 81777, 'strand': 1}, {'start': 93288, 'end': 93403, 'strand': 1}, {'start': 99106, 'end': 99148, 'strand': 1}, {'start': 99245, 'end': 99317, 'strand': 1}, {'start': 99550, 'end': 99732, 'strand': 1}, {'start': 106943, 'end': 107003, 'strand': 1}, {'start': 109160, 'end': 109204, 'strand': 1}]
ref|XP_067877590.1|	XP_067877590.1	0.94	0.86	3	622	620	658	NC_000019	nxf1b	Heterodontus_francisci	{'start': 58345183, 'end': 58353492, 'strand': 2}	8310	[{'start': 56, 'end': 89, 'strand': 1}, {'start': 166, 'end': 201, 'strand': 1}, {'start': 296, 'end': 565, 'strand': 1}, {'start': 938, 'end': 1210, 'strand': 1}, {'start': 1806, 'end': 2102, 'strand': 1}, {'start': 2842, 'end': 3123, 'strand': 1}, {'start': 5853, 'end': 6140, 'strand': 1}, {'start': 6464, 'end': 6471, 'strand': 1}]
ref|XP_067831843.1|	XP_067831843.1	0.94	0.85	3	624	622	658	NC_090367	LOC137306482	Heptranchias_perlo	{'start': 8267311, 'end': 8339515, 'strand': 2}	72205	[{'start': 53, 'end': 80, 'strand': 1}, {'start': 20774, 'end': 20969, 'strand': 1}, {'start': 27048, 'end': 27198, 'strand': 1}, {'start': 30316, 'end': 30399, 'strand': 1}, {'start': 31471, 'end': 31575, 'strand': 1}, {'start': 32218, 'end': 32298, 'strand': 1}, {'start': 33702, 'end': 33771, 'strand': 1}, {'start': 35017, 'end': 35105, 'strand': 1}, {'start': 35491, 'end': 35598, 'strand': 1}, {'start': 41709, 'end': 41818, 'strand': 1}, {'start': 45657, 'end': 45693, 'strand': 1}, {'start': 46329, 'end': 46397, 'strand': 1}, {'start': 51010, 'end': 51065, 'strand': 1}, {'start': 53328, 'end': 53435, 'strand': 1}, {'start': 53877, 'end': 53935, 'strand': 1}, {'start': 58219, 'end': 58334, 'strand': 1}, {'start': 59734, 'end': 59776, 'strand': 1}, {'start': 59887, 'end': 59959, 'strand': 1}, {'start': 60356, 'end': 60541, 'strand': 1}, {'start': 64829, 'end': 64889, 'strand': 1}, {'start': 65566, 'end': 65610, 'strand': 1}]
ref|XP_060711580.1|	XP_060711580.1	0.94	0.87	3	621	619	658	NC_083446	LOC132836244	Hemiscyllium_ocellatum	{'start': 9871685, 'end': 9943064, 'strand': 2}	71380	[{'start': 289, 'end': 316, 'strand': 1}, {'start': 24521, 'end': 24716, 'strand': 1}, {'start': 31332, 'end': 31476, 'strand': 1}, {'start': 32116, 'end': 32199, 'strand': 1}, {'start': 39994, 'end': 40098, 'strand': 1}, {'start': 40695, 'end': 40775, 'strand': 1}, {'start': 41953, 'end': 42022, 'strand': 1}, {'start': 42883, 'end': 42971, 'strand': 1}, {'start': 43264, 'end': 43371, 'strand': 1}, {'start': 44547, 'end': 44656, 'strand': 1}, {'start': 47930, 'end': 47966, 'strand': 1}, {'start': 48349, 'end': 48417, 'strand': 1}, {'start': 50011, 'end': 50066, 'strand': 1}, {'start': 53176, 'end': 53283, 'strand': 1}, {'start': 54283, 'end': 54341, 'strand': 1}, {'start': 58925, 'end': 59040, 'strand': 1}, {'start': 63004, 'end': 63046, 'strand': 1}, {'start': 63146, 'end': 63218, 'strand': 1}, {'start': 63805, 'end': 63987, 'strand': 1}, {'start': 68564, 'end': 68624, 'strand': 1}, {'start': 69653, 'end': 69697, 'strand': 1}]
